reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,apps
6083605b-7faa-4eae-aa8c-cbff9c9f5398,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ga jelas, bertahun-tahun pake tiba-tiba dibilang pelanggaran promo. padahal mereka sendiri yang munculin promo di app di pake malah dibilang melanggar",1,0,,2026-06-21 08:55:15,"Hai Kak Ahmad, mohon maaf atas ketidaknyamannya. Untuk bantu pengecekan akun yang dibekukan, silakan masuk ke aplikasi Gojek lalu ke Profil > Bantuan > Masalah dengan Akun Saya > ""Akun saya dibekukan"" > isi formulir. Kami tunggu detail kendalanya ya. ^Maysa",2026-06-21 09:17:57,,Gojek
e4fb4a88-e8ef-42f1-989e-8ad1bb195c36,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semakin kesini kok lebih parah dari lintah darat. disaat semua kebutuhan naik perawatan kendaraan juga naik tarif ke driver malah turun. semoga Allah memberikan kalian hidayah aamiin,1,0,5.63.1,2026-06-21 08:39:41,"Hai Kak Muhlas, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Kakak sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Kakak memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App kamu. ^Maysa",2026-06-21 09:11:08,5.63.1,Gojek
0bd033c1-d662-4c10-9ccc-5f04418060e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kelas king,5,0,,2026-06-21 08:36:28,,,,Gojek
3841810d-ac6a-4046-9f65-370457076d57,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ramah,5,0,5.63.1,2026-06-21 08:29:51,,,5.63.1,Gojek
f5e00323-0665-4f48-8bbc-7636a499ed67,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,memuaskan,5,0,5.61.1,2026-06-21 08:13:56,,,5.61.1,Gojek
47668d41-1809-451b-979c-a82784dfe48c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantqp,5,0,5.63.1,2026-06-21 08:10:31,,,5.63.1,Gojek
c1c90b31-5166-4887-94bf-92065baf8755,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pengemudi yg baik dan sabar buat saya pengguna Lansia👍,5,0,5.63.1,2026-06-21 07:59:34,,,5.63.1,Gojek
3224fe9a-092b-46f4-a2f2-b9f4e4bcbc85,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,5.62.2,2026-06-21 07:43:54,,,5.62.2,Gojek
c89254b7-d1fa-4ac3-a97a-e86f2cac859f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,5.63.1,2026-06-21 07:38:57,,,5.63.1,Gojek
f5f4ff1d-fc2c-43bf-9254-d900c11f24a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cepat dan baik,5,0,5.64.2,2026-06-21 07:25:27,,,5.64.2,Gojek
